prime_tar_pos,probe_tar_pos,dimension,tar_color,prime_dist_color,probe_dist_color,prime_dist_shape,probe_dist_shape,prime_tar_dot_pos,probe_tar_dot_pos,col_rep,shape_rep,resp_rep,pos_fixed,sparse,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,PrimeProbe.thisRepN,PrimeProbe.thisTrialN,PrimeProbe.thisN,PrimeProbe.thisIndex,Instruction.started,Instruction.stopped,instruction_key.keys,instruction_key.rt,instruction_key.started,instruction_key.stopped,PairStartText.started,PairStartText.stopped,FixCross.started,FixCross.stopped,SearchFixCross.started,SearchFixCross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,text_finish.started,text_finish.stopped,finish_key.keys,finish_key.rt,finish_key.started,finish_key.stopped,participant,age,gender,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,359.1999578010291,None,space,47.76907790079713,359.1999578010291,None,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,407.09189430065453,None,411.1797452997416,None,412.0812184009701,None,s,1,2.0395504999905825,412.0812184009701,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,414.1349146012217,None,414.98274170048535,None,l,1,0.6100260000675917,414.98274170048535,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,2,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,,,,,,,415.61347460001707,None,417.95968740060925,None,418.87395009957254,None,s,1,0.6548206992447376,418.87395009957254,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,2,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,,,,,,,,,419.54107940010726,None,420.49432410113513,None,s,1,0.5464529991149902,420.49432410113513,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,2,1,1,1,0,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,2,1,1,1,1,0,1,1,1,0,0,2,2,2,0,0,0,0,,,,,,,421.0627306010574,None,423.2199604008347,None,424.1671927999705,None,s,1,0.5696847010403872,424.1671927999705,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,2,1,1,1,1,0,1,1,1,0,0,2,2,2,1,0,1,0,,,,,,,,,424.74885690025985,None,425.5366318002343,None,s,1,0.576172299683094,425.5366318002343,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,2,1,1,1,1,0,1,1,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,3,1,2,1,1,1,0,1,1,0,0,3,3,3,0,0,0,0,,,,,,,426.12642670050263,None,430.16679980047047,None,431.13117210008204,None,s,1,0.6535544991493225,431.13117210008204,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,3,1,2,1,1,1,0,1,1,0,0,3,3,3,1,0,1,0,,,,,,,,,431.7977946996689,None,432.55060310103,None,s,1,0.48214929923415184,432.55060310103,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,3,1,2,1,1,1,0,1,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,2,0,1,1,1,0,1,0,0,4,4,4,0,0,0,0,,,,,,,433.0564667005092,None,435.7275958005339,None,436.5247387010604,None,l,1,0.6120139993727207,436.5247387010604,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,2,0,1,1,1,0,1,0,0,4,4,4,1,0,1,0,,,,,,,,,437.1494824010879,None,438.01100940071046,None,s,1,0.5578661002218723,438.01100940071046,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,2,0,1,1,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,2,0,0,1,1,1,1,0,0,5,5,5,0,0,0,0,,,,,,,438.5792252011597,None,439.31793580017984,None,440.2653985004872,None,l,1,0.6073519997298717,440.2653985004872,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,2,0,0,1,1,1,1,0,0,5,5,5,1,0,1,0,,,,,,,,,440.89284400083125,None,441.8350483998656,None,l,1,0.3417347986251116,441.8350483998656,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,2,2,0,0,1,1,1,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,2,1,1,0,1,0,1,0,1,0,0,6,6,6,0,0,0,0,,,,,,,442.1884773001075,None,442.8080634996295,None,443.5719981007278,None,l,1,0.5007032994180918,443.5719981007278,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,2,1,1,0,1,0,1,0,1,0,0,6,6,6,1,0,1,0,,,,,,,,,444.09604180045426,None,445.0586713012308,None,s,1,0.5101143009960651,445.0586713012308,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,2,1,1,0,1,0,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,1,0,1,1,1,0,1,0,0,7,7,7,0,0,0,0,,,,,,,445.5823813006282,None,446.08081169985235,None,446.94486689940095,None,l,1,0.455875800922513,446.94486689940095,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,1,0,1,1,1,0,1,0,0,7,7,7,1,0,1,0,,,,,,,,,447.417111100629,None,448.2378035001457,None,s,1,0.36289059929549694,448.2378035001457,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,1,0,1,1,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,1,1,0,1,1,0,1,0,0,8,8,8,0,0,0,0,,,,,,,448.6147192995995,None,449.0534665007144,None,449.98438350111246,None,s,1,0.4884721990674734,449.98438350111246,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,1,1,0,1,1,0,1,0,0,8,8,8,1,0,1,0,,,,,,,,,450.4818927999586,None,451.42056440003216,None,s,0,0.388120599091053,451.42056440003216,None,451.8219981007278,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,1,1,0,1,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,3,2,1,0,1,0,0,0,1,0,0,9,9,9,0,0,0,0,,,,,,,452.3262988012284,None,453.02766690030694,None,453.7584429997951,None,l,1,0.5062512997537851,453.7584429997951,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,3,2,1,0,1,0,0,0,1,0,0,9,9,9,1,0,1,0,,,,,,,,,454.2914982009679,None,455.1128938011825,None,s,1,0.35979499854147434,455.1128938011825,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,3,2,1,0,1,0,0,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,2,1,0,1,0,0,1,0,0,10,10,10,0,0,0,0,,,,,,,455.490058099851,None,455.84983850084245,None,456.6474649012089,None,s,1,0.4012586008757353,456.6474649012089,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,2,1,0,1,0,0,1,0,0,10,10,10,1,0,1,0,,,,,,,,,457.0631593000144,None,457.8168959002942,None,l,1,0.4478438999503851,457.8168959002942,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,2,2,1,2,1,0,1,0,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
8,8,0,1,3,2,2,1,0,1,0,0,0,1,0,0,11,11,11,0,0,0,0,,,,,,,458.27797039970756,None,458.75549310073256,None,459.5861648004502,None,l,1,0.5905789993703365,459.5861648004502,None,None,None,,,,,,,20,19,male,20,2022_May_10_1411,Partial repeat,2021.2.3,59.85400428316565,
