prime_tar_pos,probe_tar_pos,dimension,tar_color,prime_dist_color,probe_dist_color,prime_dist_shape,probe_dist_shape,prime_tar_dot_pos,probe_tar_dot_pos,col_rep,shape_rep,resp_rep,pos_fixed,sparse,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,PrimeProbe.thisRepN,PrimeProbe.thisTrialN,PrimeProbe.thisN,PrimeProbe.thisIndex,Instruction.started,Instruction.stopped,instruction_key.keys,instruction_key.rt,instruction_key.started,instruction_key.stopped,PairStartText.started,PairStartText.stopped,FixCross.started,FixCross.stopped,SearchFixCross.started,SearchFixCross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,text_finish.started,text_finish.stopped,finish_key.keys,finish_key.rt,finish_key.started,finish_key.stopped,participant,age,gender,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,358.5374347008765,None,space,61.2815287001431,358.5374347008765,None,,,,,,,,,,,,,,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
1,6,0,1,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,419.94764020107687,None,423.7997245006263,None,424.5853358004242,None,s,0,1.12138120085001,424.5853358004242,None,425.73058439977467,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
1,6,0,1,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,426.23789190128446,None,427.0684780012816,None,l,1,0.8302511982619762,427.0684780012816,None,None,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
1,6,0,1,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
4,3,0,1,3,2,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,,,,,,,427.92821970023215,None,432.0658663008362,None,432.97971140034497,None,l,0,0.8630894999951124,432.97971140034497,None,433.8539088014513,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
4,3,0,1,3,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,,,,,,,,,434.353630900383,None,435.31761990115047,None,l,0,1.3731616009026766,435.31761990115047,None,436.6990825012326,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
4,3,0,1,3,2,1,1,1,1,0,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
1,4,0,1,3,3,2,1,0,1,1,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,437.20926070027053,None,441.45073129981756,None,442.19742290116847,None,l,1,1.3733999002724886,442.19742290116847,None,None,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
1,4,0,1,3,3,2,1,0,1,1,0,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,443.5981467012316,None,444.3688046000898,None,s,1,1.2980529014021158,444.3688046000898,None,None,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
1,4,0,1,3,3,2,1,0,1,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
5,8,0,1,3,3,2,2,1,0,1,1,0,0,0,0,3,3,3,0,0,0,0,,,,,,,445.6799937002361,None,451.5872208997607,None,452.35094960033894,None,s,1,0.8277695011347532,452.35094960033894,None,None,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
5,8,0,1,3,3,2,2,1,0,1,1,0,0,0,0,3,3,3,1,0,1,0,,,,,,,,,453.2029769998044,None,454.03803880140185,None,l,1,0.6286589000374079,454.03803880140185,None,None,None,,,,,,,17,22,female,17,2022_May_09_1643,Partial repeat,2021.2.3,59.88798543995,
