prime_tar_pos,probe_tar_pos,dimension,tar_color,tar_shape,prime_dist_color,probe_dist_color,prime_dist_shape,probe_dist_shape,prime_tar_ori,probe_tar_ori,col_rep,shape_rep,resp_rep,pos_fixed,sparse,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,PrimeProbe.thisRepN,PrimeProbe.thisTrialN,PrimeProbe.thisN,PrimeProbe.thisIndex,Instruction.started,Instruction.stopped,instruction_key.keys,instruction_key.rt,instruction_key.started,instruction_key.stopped,PairStartText.started,PairStartText.stopped,fixdur,FixCross.started,FixCross.stopped,dist_ori,SearchFixCross.started,SearchFixCross.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,participant,age,gender,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,45.3819854999856,None,space,1.6832924096925126,45.3819854999856,None,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
1,1,0,1,1,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,90.90159477060661,None,0.8133665387368036,95.20560918210322,None,"[93. 87. 93. 87. 87. 87. 93. 93. 87. 87. 87. 93. 87. 87. 87. 93. 87. 87.
 93. 87. 87. 93. 93. 93. 93. 87. 87. 87. 87. 93. 87. 93. 87. 87.]",96.1048537779534,None,l,1,0.6700313048895623,96.1048537779534,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
1,1,0,1,1,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,0.7680997937757796,96.83755892274348,None,"[93. 87. 87. 93. 93. 93. 87. 87. 93. 93. 93. 93. 87. 87. 93. 87. 93. 93.
 93. 93. 93. 93. 93. 93. 87. 93. 87. 87. 93. 87. 87. 93. 93. 87.]",97.69515334184689,None,l,1,0.6306966660449689,97.69515334184689,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
1,1,0,1,1,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
7,3,0,1,1,3,3,3,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,98.33625907854366,None,0.7434206985573808,99.335395722861,None,"[93. 87. 87. 87. 87. 93. 87. 87. 93. 93. 87. 87. 93. 87. 87. 93. 87. 87.
 93. 93. 87. 93. 93. 93. 93. 93. 87. 93. 93. 87. 87. 93. 87. 87.]",100.16803076009455,None,s,1,0.7667787759201019,100.16803076009455,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
7,3,0,1,1,3,3,3,2,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,,,,,,,,,0.8212292681562473,100.99230356252883,None,"[93. 93. 87. 87. 87. 93. 93. 87. 93. 93. 93. 87. 87. 93. 93. 93. 93. 87.
 87. 93. 93. 93. 87. 93. 93. 87. 87. 87. 93. 87. 93. 93. 93. 87.]",101.89985715504372,None,l,1,0.6502661684280611,101.89985715504372,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
7,3,0,1,1,3,3,3,2,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,6,0,1,1,2,3,3,3,0,1,0,1,0,0,0,0,2,2,2,0,0,0,0,,,,,,,102.57427071781058,None,0.9558004836982582,103.46516943515599,None,"[87. 87. 93. 93. 87. 87. 93. 87. 87. 93. 93. 93. 87. 93. 87. 93. 87. 93.
 93. 93. 87. 87. 93. 93. 93. 87. 87. 93. 93. 87. 87. 87. 93. 93.]",104.5059427863307,None,s,1,0.5879070009141287,104.5059427863307,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,6,0,1,1,2,3,3,3,0,1,0,1,0,0,0,0,2,2,2,1,0,1,0,,,,,,,,,0.7534432813071452,105.16372296160625,None,"[87. 87. 93. 93. 93. 93. 87. 93. 87. 93. 87. 87. 93. 93. 87. 93. 87. 93.
 87. 87. 87. 87. 93. 93. 87. 87. 87. 87. 93. 87. 87. 87. 87. 93.]",105.99631021280584,None,l,1,0.5695311871895683,105.99631021280584,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,6,0,1,1,2,3,3,3,0,1,0,1,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,4,0,1,1,2,3,2,2,1,1,0,1,1,0,0,0,3,3,3,0,0,0,0,,,,,,,106.59581355878981,None,0.7965884770254765,107.32017731504311,None,"[93. 93. 93. 93. 87. 87. 87. 93. 93. 87. 87. 87. 87. 87. 93. 87. 87. 93.
 87. 93. 93. 93. 87. 93. 93. 93. 93. 87. 93. 87. 93. 87. 87. 93.]",108.21109238867939,None,l,1,0.6908195114265254,108.21109238867939,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,4,0,1,1,2,3,2,2,1,1,0,1,1,0,0,0,3,3,3,1,0,1,0,,,,,,,,,0.7773910041972001,108.9687710266553,None,"[87. 87. 87. 87. 87. 87. 93. 93. 87. 87. 87. 87. 93. 87. 93. 93. 93. 93.
 93. 93. 87. 93. 87. 93. 93. 93. 87. 87. 87. 93. 87. 87. 93. 87.]",109.84313898422988,None,l,1,0.5467109518249345,109.84313898422988,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,4,0,1,1,2,3,2,2,1,1,0,1,1,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
5,5,0,1,1,3,3,3,3,1,0,1,1,0,0,0,0,4,4,4,0,0,0,0,,,,,,,110.4174885971006,None,0.907755117183508,111.716373226227,None,"[87. 93. 87. 93. 93. 87. 93. 93. 93. 93. 93. 87. 93. 93. 93. 87. 87. 87.
 87. 93. 87. 87. 87. 93. 93. 87. 87. 87. 87. 93. 93. 93. 93. 87.]",112.7155265475485,None,s,0,0.3783995690646407,112.7155265475485,None,113.11518101284673,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
5,5,0,1,1,3,3,3,3,1,0,1,1,0,0,0,0,4,4,4,1,0,1,0,,,,,,,,,0.7263438838099332,113.64806389602018,None,"[93. 87. 93. 87. 93. 93. 93. 93. 93. 93. 93. 93. 87. 93. 93. 93. 87. 87.
 93. 93. 87. 93. 87. 93. 93. 87. 93. 87. 93. 93. 87. 93. 93. 93.]",114.46401134549524,None,s,1,0.5659607047164172,114.46401134549524,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
5,5,0,1,1,3,3,3,3,1,0,1,1,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
6,4,0,1,1,2,2,2,2,1,0,1,1,0,0,0,0,5,5,5,0,0,0,0,,,,,,,115.05518292428678,None,0.8865407480557619,115.85445882159183,None,"[93. 93. 93. 87. 87. 93. 93. 93. 87. 93. 87. 87. 87. 87. 93. 93. 93. 87.
 93. 87. 87. 93. 87. 87. 87. 93. 87. 93. 93. 87. 93. 93. 87. 93.]",116.8286226141463,None,l,1,0.5523352715172223,116.8286226141463,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
6,4,0,1,1,2,2,2,2,1,0,1,1,0,0,0,0,5,5,5,1,0,1,0,,,,,,,,,0.7298590182840864,117.45309849117984,None,"[93. 93. 93. 87. 93. 93. 93. 93. 93. 87. 87. 93. 93. 93. 93. 93. 87. 87.
 87. 87. 87. 87. 93. 87. 87. 93. 93. 93. 87. 87. 87. 93. 93. 93.]",118.27740817545418,None,l,0,0.5115805216191802,118.27740817545418,None,118.80193684162077,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
6,4,0,1,1,2,2,2,2,1,0,1,1,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,5,0,1,1,2,3,3,2,1,0,0,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,119.30152216149509,None,0.70684703236595,120.40062237297025,None,"[93. 93. 93. 93. 93. 87. 87. 87. 87. 87. 87. 87. 87. 87. 87. 93. 87. 93.
 93. 93. 93. 87. 87. 93. 93. 87. 87. 93. 93. 93. 93. 93. 87. 93.]",121.19154726038687,None,l,1,0.5414387734927004,121.19154726038687,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,5,0,1,1,2,3,3,2,1,0,0,0,0,0,0,0,6,6,6,1,0,1,0,,,,,,,,,0.8184280732067328,121.79101789378547,None,"[87. 87. 93. 93. 87. 93. 87. 87. 93. 93. 87. 93. 93. 87. 93. 93. 93. 93.
 93. 93. 93. 87. 93. 87. 87. 87. 93. 93. 87. 87. 87. 87. 93. 87.]",122.69856058210644,None,s,1,0.7464600911953312,122.69856058210644,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
3,5,0,1,1,2,3,3,2,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
2,8,0,1,1,3,3,3,3,0,0,1,1,1,0,0,0,7,7,7,0,0,0,0,,,,,,,123.47291141367896,None,0.7247743637412851,124.13068260902946,None,"[93. 87. 87. 87. 93. 93. 87. 93. 93. 87. 87. 87. 93. 87. 93. 93. 87. 87.
 87. 87. 87. 93. 93. 93. 87. 93. 93. 93. 87. 87. 93. 87. 93. 87.]",124.95499101045425,None,s,1,0.6020539112105325,124.95499101045425,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
2,8,0,1,1,3,3,3,3,0,0,1,1,1,0,0,0,7,7,7,1,0,1,0,,,,,,,,,0.8439505429053196,125.62940553535373,None,"[87. 87. 87. 87. 87. 93. 87. 87. 93. 93. 93. 93. 93. 93. 87. 93. 93. 93.
 93. 87. 93. 87. 93. 87. 87. 87. 87. 87. 87. 87. 93. 87. 93. 87.]",126.56191273693548,None,l,0,0.6270902638716507,126.56191273693548,None,127.21133292239756,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
2,8,0,1,1,3,3,3,3,0,0,1,1,1,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
1,6,0,1,1,2,2,2,2,0,0,1,1,1,0,0,0,8,8,8,0,0,0,0,,,,,,,127.71090797949728,None,0.9738196100543688,128.25210018004873,None,"[87. 87. 93. 93. 93. 93. 93. 87. 93. 93. 87. 87. 93. 87. 87. 87. 93. 87.
 93. 93. 87. 93. 87. 93. 93. 87. 93. 87. 87. 93. 87. 93. 87. 87.]",129.30955213904963,None,s,1,0.7906374755111756,129.30955213904963,None,None,None,17_KH,43,F,17,2021_Nov_03_1614,Partial repeat,2021.2.3,120.09559684222607,
